code_number,explanation,system_action,operator_response,system_programmer_response,user_response
00E3007A," Db2 encountered
an IRLM request error indicating that IRLM is not available to take
requests.
"," Db2 terminates
because it cannot complete an IRLM request.
"," Notify the system programmer.
","  Look for the IRLM error code or
messages to find out why IRLM is not available to take the Db2 request.  Most likely, IRLM
is terminating at the same time.
If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," 
Refer to the IRLM problem determination
process.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00E3007B,"
An IRLM operation returned a non-zero return code.
","
A record is written to SYS1.LOGREC, and an SVC dump is requested. The application abnormally terminates.
","
Notify the system programmer.
","
Check whether system activities at the time of the abend caused unexpected results from the IRLM operation. Check the system for any IRLM-related problems that can cause the operation to fail. If necessary, obtain a copy of SYS1.LOGREC, the SVC dump, and lock traces at the time of the abend. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
","
Check the system for any unusual IRLM activities or messages at the time of the abend.
"
00E30080," An attempt was made to start the Internal Resource
Lock Manager (IRLM) using the MGCR (SVC 34), and a nonzero return
code was returned.
"," A record is written to SYS1.LOGREC, and an SVC
dump is requested. Db2 is abended.
"," Notify the system programmer.
"," Examine the SVC return code to determine
whether this is a system problem or a Db2 internal
problem. Obtain a copy of SYS1.LOGREC and the SVC dump. 
If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," Register 2 contains the SVC return code.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 
Listing of the IRLM procedure.


"
00E30081," An attempt was made to start the Internal Resource
Lock Manager (IRLM). IRLM did not come up in the time limit specified
to Db2.
"," A record is written to SYS1.LOGREC, and an SVC
dump is requested. Db2 is abended.
"," Notify the system programmer.
"," Specify a longer time limit in the
value of the IRLMSWT subsystem parameter.
"," Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 
Listing of DSNZPARM module used.
Listing of the IRLM procedure.


"
00E30082," IRLM discovered a bad request parameter list (RLPL).
This may occur if the RLPL storage is overlaid while an agent is suspended.
"," The execution unit is abended.
"," Notify the system programmer.
"," This is a Db2 internal error. Obtain a copy of SYS1.LOGREC
and the SVC dump. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," An IRLM request was made that IRLM could
not honor immediately. IRLM called DSNTLSUS to suspend the request.
While waiting, the request parameter list (RLPL) was changed and is
no longer valid. Someone may be reusing the RLPL, or the storage may
have been overlaid.
Register 2 contains a pointer to the RLPL.
"
00E30083,"
This agent has been selected as the victim of a deadlock or timeout.
This reason code is not used in abends.
",,,,
00E30084," Message DSNT305I appears on the console of the
requester with RC=8 and REASON=E'00E30084'. This message tells the
requester that an error was detected while building the database command
display. Other entries in the SYS1.LOGREC help to identify the source
of the error.
"," This is a Db2 subsystem
error. No SVC dump is requested because a previous dump of the failing
subcomponent is expected.
"," Notify the system programmer.
"," Obtain a copy of
SYS1.LOGREC and the SVC dump. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data. 
",
00E30085," An error was indicated by the RDS Authorization
function. This is an internal Db2 error.
"," A record is written to SYS1.LOGREC, and an SVC
dump is requested. The command is abended after displaying a DSNT305I
message with an RC parameter of 12 and a REASON parameter of X'00E30089'.
"," Notify the system programmer.
"," This is an internal Db2 error. Obtain a copy of SYS1.LOGREC
and the SVC dump. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," The error return code address of the
Display Command Communication Area is found in register 8.
"
00E30086," An error was indicated by the data manager (DM)
subcomponent. This is probably an internal Db2 error.
"," A record is written to SYS1.LOGREC, and an SVC
dump is requested. The command is abended after displaying a DSNT305I
message with an RC parameter of 12 and a REASON parameter of X'00E30089'.
"," Notify the system programmer.
"," This is probably
an internal error. Obtain a copy of SYS1.LOGREC and the SVC dump. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," The error return code of the data manager
may be found in the cursor table (CT), the address of which is found
in register 7.
"
00E30089," This code is used in the REASON parameter of
the DSNT305I database command message to inform the requester that
the execution unit supporting the database command processor has terminated.
Other entries in the SYS1.LOGREC identify the source of the error.
"," A DSNT305I message appears on the console of
the requester, with an RC parameter of 12 and a REASON parameter of
X'00E30089'. This is probably a Db2 subsystem
error. No SVC dump is requested because a prior dump of the failing
subcomponent is expected.
"," Notify the system programmer.
"," See the SYS1.LOGREC for prior failure.
",
00E30090,"A service controller internal inconsistency has been encountered during
message generation.
","A record is written to SYS1.LOGREC, and an SVC dump is requested. The execution
unit is abended.
","Notify the system programmer.
","If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
","At the time of the abend, register 2 contains the message number that was
to be generated.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00E30091," A failure was detected during the retry process
of Db2 recovery.
"," Db2 is
abended after a record is written to SYS1.LOGREC and an SVC dump is
requested.
"," Notify the system programmer.
"," This is probably an internal Db2 error. Obtain a copy of SYS1.LOGREC
and the an SVC dump. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," This abend is issued by DSNTFRCV of the
service controller (SC) subcomponent.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00E30092," A retry recovery failure has been detected. This
is a critical error.
"," Db2 is
abended. This is probably a Db2 subsystem
error.
"," Notify the system programmer.
"," Obtain a copy of the SYS1.LOGREC
and the SVC dump. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," The service controller recovery module
has detected an internal inconsistency. The problem can be determined
by analyzing the CSECT involved in the abend. The name of this CSECT
is found in both the SYS1.LOGREC and the SVC dump.
Collect the following diagnostic items:Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
SVC dump (or system dump), taken to SYS1.DUMPxx
data set, as result of an operator-initiated dump command or SLIP
trap exit.
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00E30095," Db2 is unable
to acquire a modify lock because of an incompatible retained lock
held by one or more other Db2 subsystems
in the Db2 data sharing group.
Retained locks are locks that persist across Db2 abnormal terminations.
"," SQLCODE -904 is returned to the user. This reason
code and the resource name are also returned.
",," Use the DISPLAY DATABASE command
to display the Db2 member names
owning the retained locks.  You must restart those subsystems to remove
the 'resource unavailable' condition.
",
00E30096," Db2 is unable
to acquire a modify lock. Lock negotiation failed because this request
was involved in lock negotiation with other Db2 subsystems  and the request was denied.
"," A 'resource unavailable' condition is returned
to the user. This reason code, the resource type, and the resource
name are also returned.
",," Determine why the lock request failed.
One possible cause of  the lock request failure is if another Db2 subsystem in the Db2  data sharing group is abnormally terminating.
"," If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"
00E30097," Db2 encountered
an IRLM error indicating that IRLM detected  an 'out of record list'
storage condition.
The record list is a part of the coupling
facility lock structured that contains  the 'modify locks' (those
locks that would be retained in case of a failure).
"," DSNT500I or SQLCODE -904 is returned to the user.
This reason code and the resource name are also returned.
"," Notify the system programmer.
"," The coupling facility lock structure
is declared too small. If this condition becomes a prevalent problem,
you need to redistribute the coupling facility lock structure storage
resource to make more room for the record list. You can make room
for the record list in on of two ways:  Issue a rebuild.
Dynamically change the lock structure size.


Refer to Db2 Data
Sharing: Planning and Administration for more  details about these
options.
",
00E30099," A conversion error occurred during Db2 startup. This conversion is used to determine
if conversion services are set up correctly.
"," Db2 terminates.
",,,
00E3009A,"During Db2 startup, Db2 detected a difference between the CCSIDs
recorded in the BSDS and the CCSIDs specified by the version of DSNHDECP
module or user-supplied application defaults module that that was
loaded during startup. Db2 startup
terminated to avoid potential data corruption issues. Message DSNT108I is
generated before the abend occurs.
"," Subsystem startup is terminated.
"," See message DSNT108I.
"," Determine the reason for the termination
of Db2 startup. See message DSNT108I.
"," See message DSNT108I.
"
00E3009B," Db2 detected
an invalid CCSID specification during startup. Db2 startup has terminated to avoid potential
data corruption issues. Message DSNT109I is generated before  the
abend occurs.
"," Subsystem startup is terminated.
"," See message DSNT109I.
"," Determine the reason for the termination
of Db2 startup. See message
DSNT109I.
"," See message DSNT109I.
"
00E3009E," The plan depends on new facilities of the release
from which fall back has occurred.
"," The allocation for the user failed.
",," Warn the user community NOT to run
this plan until you have remigrated to the newer release. 
",
00E30100," This reason code can be returned in the following
cases:  A parallel task running on a Db2 terminates
abnormally.
An assisting Db2 terminates
abnormally.


"," The member name where the failure occurred is
returned to the application as the resource name in SQLCODE -904.
In a non-data-sharing environment, the member name is blank, and the
failure occurs on the local Db2.
"," Enter DISPLAY GROUP from an active Db2 to see if a Db2 subsystem is down. Restart the failed Db2 subsystem.
",," Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00E30101," The result of issuing a SETFRR macro indicates
that this FRR is not the top FRR.
"," A record is written to SYS1.LOGREC. An SVC dump
is requested.
",," This is probably a Db2 internal error. Obtain a copy of SYS1.LOGREC
and the SVC dump. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," Collect the following diagnostic items:Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00E30104," This reason code is used by the service controller
(SC) subcomponent to respond NO on a prepare-to-commit notification.
"," If the service controller indicates that Db2 cannot commit to perform the
work requested by the application since the last commit point, it
responds NO on the prepare-to-commit notification (COMMIT1). This
forces the commit to be changed to an abort, causing the work performed
by the application since the last commit point to be backed out.
",,,
00E30105," IRLM was informed of a link failure to a coupling
facility that contains a lock table being actively used by this data
sharing group.
"," The Db2 subsystem
is terminated with this reason code.
",," See IRLM message DXRxxxE to determine
the root cause of the failure and the appropriate corrective action.
",
00E30301," You have attempted to execute a plan that does
not exist. This reason code is used by the automatic BIND function
to indicate that no record exists in SYSIBM.SYSPLAN for the plan-ID
you are attempting to run, so plan allocation fails.
"," The plan is not executed.
",,,
00E30302,"
This reason code is used by the automatic BIND function to indicate that the plan currently being allocated is not operational. The automatic BIND for the plan failed because the plan was dependent on something that was altered or dropped. An unavailable database might also cause this problem.
","
The autobind fails, and the plan cannot be allocated.
",,"
Determine what made the plan not operational. Make sure the required database is available. Issue a REBIND subcommand for the plan.
",
00E30303," You have attempted to execute a package that
does not exist. This reason code is used by the automatic package
BIND function to indicate that no record exists in SYSIBM.SYSPACKAGE
for the package-ID you are attempting to run, so package allocation
fails.
"," Package allocation fails.
",,,
00E30305," This reason code is used by the automatic binding
function to indicate that the package that is currently being allocated
is not operational. 
If a package becomes invalid, the VALID
column in the SYSIBM.SYSPACKAGE table is set to a value other than
Y. The next time that the package is allocated, automatic rebinding
is triggered. 
If automatic rebinding is successful, then the
package becomes valid again. (The value in the VALID column is changed
to Y.) If the rebinding is not successful, then the package remains
invalid and becomes inoperative. (The value in the VALID column stays
the same and the value of the OPERATIVE column is changed to N.) The
allocation fails, and this code is issued.
"," Agent allocation fails or DROP package fails.
",," Determine what made the package not
operational, and issue a REBIND subcommand for the package.
",
00E30306,"
This reason code is returned when the automatic bind for plan is disabled. The automatic bind is disabled through the installation process.
","
The plan is not automatically bound.
",,"
Rebind the plan prior to execution.
",
00E30402,"
This subcode is found in register 2 to clarify abend reason code X'00E30077'. See X'00E30077' for more information.
",,,,
00E30405,"
This subcode is found in register 2 to clarify abend reason code X'00E30077'. See X'00E30077' for more information.
",,,,
00E30406,"
This subcode is found in register 2 to clarify abend reason code X'00E30077'. See X'00E30077' for more information.
",,,,
00E30407,"
This subcode is found in register 2 to clarify abend reason code X'00E30077'. See X'00E30077' for more information.
",,,,
00E30501,"A warning occurred because the length of time that
a thread was idle exceeded the warning setting for the MONITOR IDLE
THREADS keyword in a monitor profile for one of the following filtering
scopes:
LOCATION
PRDID
ROLE_AUTHID
ROLE
AUTHID
COLLID_PKGNAME
COLLID
PKGNAME
CLIENT_APPLNAME
CLIENT_USERID
CLIENT_WRKSTNNAME

The server thread was holding Db2 resources
and the requesting application did not make a request to the Db2 server
thread for an extended period of time. 
","A warning alert is issued, but the processing
continues normally.
Db2 issues
message DSNT771I.
","Notify the system programmer. 
","Review the information provided in
message DSNT771I. Determine why the requesting application
did not make a request to the Db2 server
in the specified time. 
If the application requires additional
time:
Modify the MONITOR IDLE THREADS warning threshold in the SYSIBM.DSN_PROFILE_ATTRIBUTES
table.
Issue the START PROFILE command to refresh the warning threshold
value.

",
00E30502,"A thread was canceled because the length of time that a thread was idle exceeded the exception
setting for the MONITOR IDLE THREADS keyword in a monitor profile for one of the following filtering
scopes:
LOCATION
PRDID
ROLE_AUTHID
ROLE
AUTHID
COLLID_PKGNAME
COLLID
PKGNAME
CLIENT_APPLNAME
CLIENT_USERID
CLIENT_WRKSTNNAME

The server thread was holding Db2
resources and the requesting application did not make a request to the Db2 server thread for an extended period of time.
","Db2 issues message DSNT772I.
The
subsequent system action depends on the ATTRIBUTE1 column value in the SYSIBM.DSN_PROFILE_ATTRIBUTES
table:
If the ATTRIBUTE1 value is EXCEPTION, Db2 abnormally terminates the execution unit, terminates the server thread to release resources that
might affect other threads, and terminates the connection with the remote application. 
If the ATTRIBUTE1 value is EXCEPTION_ROLLBACK, the server thread is aborted. The connection with
the remote application is maintained.If the aborted transaction performed database updates, the
application environment is placed in a must-abort state so that the application environment is made
aware of the resources that have been destroyed as a result of the aborted threads. 
Important If either of the following situations are true, Db2 hides the EXCEPTION_ROLLBACK event from the
remote application environment:The aborted transaction performed only read-only operations.
The transaction committed or aborted, but the associated database access thread remained active
before it became idle.

Because the EXCEPTION_ROLLBACK event is not visible to the remote application environment in
those cases, it might appear to the remote application environment that the database resources are
unexpectedly disappearing. For example, held cursors, kept dynamic statements, and declared
temporary tables that were created in the transaction are destroyed. Use EXCEPTION_ROLLBACK only if
the remote application environment can account for this apparent loss of database
resources.



","Notify the system programmer. 
","Review the information provided in message DSNT772I. Determine why the
requesting application did not make a request to the Db2 server in the specified time. 
This condition typically occurs for one of the following reasons:
The ACTIVE thread option was specified in the DDF THREADS field of the DSNTIPR installation
panel, and a requester application or its user did not make a request to the Db2 server for an extended period (such as a lengthy
user absence). As a result, the server thread becomes susceptible to cancellation because of the
timeout value. Action: Determine why the requesting application did not make a request to
the Db2 server in the specified time.

The INACTIVE thread option was specified in the DDF THREADS field of the DSNTIPR installation
panel, and a requester application or its user failed to commit before an extended dormant period
(such as user absence). It is also possible that, despite committing before an extended dormant
period, database resources are still held because of other existing conditions. As a result, the
server thread cannot be moved to the inactive state and becomes susceptible to being canceled
because of the timeout value.Action: Determine why the server thread was not moved to the
inactive state.


If the application requires additional time:
Modify the MONITOR IDLE THREADS exception threshold in the SYSIBM.DSN_PROFILE_ATTRIBUTES
table.
Issue the START PROFILE command to refresh the exception threshold value.

",
00E30503,"A warning occurred because
the number of connections exceeded the warning setting for the MONITOR
CONNECTIONS keyword in a monitor profile for the LOCATION filtering
scope.
","Processing continues.
Db2 issues
message DSNT772I.
","Notify the system programmer. 
","Review the information provided in
message DSNT772I. 
Determine if there are sufficient
connections allowed for the LOCATION filtering scope. If additional
connections are required:
Increase the MONITOR CONNECTIONS warning threshold value in the
SYSIBM.DSN_PROFILE_ATTRIBUTES table.
Issue the START PROFILE command to refresh the warning threshold
value.

",
00E30504,"A connection to the database
server could not be made because the number of connections exceeded
the exception setting for the MONITOR CONNECTIONS keyword in a monitor
profile for the LOCATION filtering scope.
","The connection is not made. Db2 issues
message DSNT772I.
","Notify the system programmer. 
","Review the information provided in
message DSNT772I.
Determine
if there are sufficient connections allowed for the LOCATION filtering
scope. If additional connections are required:
Increase the MONITOR CONNECTIONS exception threshold value in
the SYSIBM.DSN_PROFILE_ATTRIBUTES table.
Issue the START PROFILE command to refresh the exception threshold
value.

",
00E30505,"A warning occurred because the number of concurrent
active threads exceeded the warning setting for the MONITOR THREADS
keyword in a monitor profile for one of the following filtering scopes:
LOCATION
PRDID
ROLE_AUTHID
ROLE
AUTHID
COLLID_PKGNAME
COLLID
PKGNAME
CLIENT_APPLNAME
CLIENT_USERID
CLIENT_WRKSTNNAME

","Processing continues.
Db2 issues
message DSNT772I.
","Notify the system programmer. 
","Review the information provided in
message DSNT772I. 
Determine if there are sufficient
thread allowed for the applicable filtering scopes. If additional
connections are required:
Increase the MONITOR THREADS warning threshold value in the SYSIBM.DSN_PROFILE_ATTRIBUTES
table.
Issue the START PROFILE command to refresh the warning threshold
value.

",
00E30506,"Db2 was unable
to service the connection request because the number of concurrent
active threads exceeded the exception threshold for the MONITOR THREADS
keyword in a monitor profile for the LOCATION filtering scope.
","When the MONITOR THREADS exception threshold value
is set to zero, the connection is terminated. 
Otherwise, the
connection remains active and the thread is queued until other threads
deallocate or go inactive, providing an available slot. The thread
resumes when a slot becomes available and the number of the concurrent
active threads goes below the profile exception threshold, unless
another thread is next in the queue. 
In both cases, Db2 issues
message DSNT772I.
","Notify the system programmer. 
","Review the information provided in
message DSNT772I. 
Determine if there are sufficient
threads allowed for the LOCATION filtering scope. If additional threads
are required:
Increase the MONITOR THREADS exception threshold value in the
SYSIBM.DSN_PROFILE_ATTRIBUTES table.
Issue the START PROFILE command to refresh the exception threshold
value.

",
00E30507,"The connection could not access Db2 because
the number of concurrent active threads exceeded the exception threshold
for the MONITOR THREADS keyword in a monitor profile for one of the
following filtering scopes.
PRDID
ROLE
AUTHID
ROLE_AUTHID
LOCATION

","When the MONITOR THREADS exception threshold value
is set to zero, the connection is terminated. 
Otherwise, the
connection remains active and the thread is queued until other threads
deallocate or go inactive, providing an available slot. The thread
resumes when a slot becomes available and the number of the concurrent
active threads goes below the profile exception threshold, unless
another thread is next in the queue. Db2 queues
and suspends the number of the concurrent active threads up to the
profile exception threshold. Once it is exceeded, Db2 rejects the connection request and returns
SQLCODE -30041.
In both cases, Db2 issues
message DSNT772I.
","Notify the system programmer. 
","Review the information provided in
message DSNT772I. 
Determine if there are sufficient
threads allowed for the applicable filtering scope or scopes. If additional
threads are required:
Increase the MONITOR THREADS exception threshold value in the
SYSIBM.DSN_PROFILE_ATTRIBUTES table.
Issue the START PROFILE command to refresh the exception threshold
value.

",
00E30508,"Db2 was unable
to process the SQL statement because the number of concurrent active
threads exceeded the exception threshold for the MONITOR THREADS keyword
in a monitor profile for one of the following filtering scopes.
COLLID
PKGNAME
COLLID_PKGNAME
CLIENT_APPLNAME
CLIENT_USERID
CLIENT_WRKSTNNAME

","When the MONITOR THREADS exception threshold value
is set to zero, the connection is terminated. 
Otherwise, the
connection remains active and the thread is queued until other threads
deallocate or go inactive, providing an available slot. The thread
resumes when a slot becomes available and the number of the concurrent
active threads goes below the profile exception threshold, unless
another thread is next in the queue. Db2 queues
and suspends the number of the concurrent active threads up to the
profile exception threshold. Once it is exceeded, Db2 rejects the connection request and returns
SQLCODE -30041.
In both cases, Db2 issues
message DSNT772I.
","Notify the system programmer. 
","Review the information provided in
message DSNT772I. 
Determine if there are sufficient
threads allowed for the applicable filtering scope or scopes. If additional
threads are required:
Increase the MONITOR THREADS exception threshold value in the
SYSIBM.DSN_PROFILE_ATTRIBUTES table.
Issue the START PROFILE command to refresh the exception threshold
value.

",
00E30700," A resource limit as determined from the active
resource limit specification table has been exceeded. The SQL statement
has been terminated with an SQLCODE -905.
"," The current SQL statement contains an SQLCODE
-905.
"," Notify the system programmer.
"," An SQL statement used too much resource
space. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
",
00E30701,"A resource was unavailable because the parallel
group for a query was stopped, such as when a CLOSE CURSOR was issued
before all parallel tasks completed their work.
","The SQL statement is terminated with SQLCODE -904.
",,,
00E30800," An attempt was made to identify to an IRLM that
does not support the level of function Db2 needs.
Message DSNT803I accompanies this abend reason code.
"," Message DSNT803I is issued to the console, and Db2 terminates abnormally with this
reason code. A record is written to SYS1.LOGREC. No SVC dump is taken.
",," Ensure
that the statement in your IRLM startup procedure is referencing the
correct IRLM code library and that IRLM is at the appropriate level
of maintenance
",
00E30802," Db2 was
not able to identify to IRLM because another subsystem already identified
to IRLM. Message DSNT811E accompanies this abend reason code.
"," Message DSNT811E is issued to the console. Db2 terminates abnormally with this
reason code. A record is written to SYS1.LOGREC.  No SVC dump is taken.
",," IRLM Version 2.1 enforces a one to
one (1:1) mapping between IRLM and Db2.
Multiple DBMS subsystems can no longer use the same IRLM. Ensure that:
 Each Db2 subsystem is associated
with its own IRLM subsystem.
The correct IRLM procedure name and subsystem name are specified
in the Db2 system parameters.


",
00E30803," An error occurred in one of the Db2-supplied exits to IRLM. This abend reason code is issued only in a Db2 sharing data environment and indicates an
internal error in Db2 or IRLM.
"," A record is written to SYS1.LOGREC and an SVC
dump is initiated.  Db2 terminates
abnormally.
",,," If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"
00E30805," Db2 could
not activate one of the exits used with IRLM for data sharing. This
is a Db2 internal error.
"," A record is written to SYS1.LOGREC and an SVC
dump is initiated.  Db2 terminates
abnormally.
",,," If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"
00E30806," IRLM could not successfully join its IRLM data
sharing group. Message DSNT800I accompanies this abend reason code.
"," Message DSNT800I is issued to the console, and Db2 abnormally terminates with this
reason code. A record is written to SYS1.LOGREC.  No SVC dump is taken.
",," Some possible reasons why IRLM could
not join its data sharing group are:  The lock structure is not properly defined in the active MVS CFRM administrative policy. The
lock structure name is a concatenation of the Db2 data sharing group name and the string 'LOCK1',
separated by an underscore (_). For example, if the Db2 data sharing group name is DSNCAT, DSNCAT_LOCK1
would be the lock structure name.  Ensure that the lock structure
is properly defined in the active MVS CFRM
policy.  The name of the lock structure that IRLM attempted to access
is given in message DSNT800I. IRLM issues message DXR138E to indicate
that the lock structure definition could not be accessed in the active MVS CFRM policy.

IRLM could not connect the lock structure. The reason for the
connect failure is given in IRLM message DXR135E.
IRLM could not join its data sharing group. The reason for the
join failure is given in IRLM message DXR134E.
IRLM joined the wrong group.  The set of IRLMs that are connected
to a given lock structure must all be members of the same group.  Ensure
that the GROUP parameter is correctly specified in the IRLM startup
procedure. If you give an incorrect group name, IRLM connects the
lock structure, and then times out waiting for responses from other
connectors.  IRLM issues message DXR133I for the timeout.



",
00E30807," Db2 failed
on the IRLM Identify request because no lock structure name was specified.
Message DSNT810E accompanies this abend reason code.
"," Message DSNT810E is issued to the console, and Db2 terminates abnormally with this
reason code. A record is written to SYS1.LOGREC.  No SVC dump is taken.
",," This condition occurs if you are
not running Db2 in data sharing
mode, but the associated IRLM is running with global scope (SCOPE=GLOBAL
in the IRLM startup procedure). If you are not running Db2 in data sharing mode, ensure that the associated
IRLM startup procedure specifies SCOPE=LOCAL. Conversely, if you are
running Db2 in data sharing
mode, ensure that the associated IRLM startup procedure specifies
SCOPE=GLOBAL.
",
00E30808," Db2 issued
an IRLM PURGE request to purge retained locks, but the PURGE request
was not successful. This abend reason code accompanies message DSNT807I.
"," A record is written to SYS1.LOGREC and an SVC
dump is initiated. The Db2 restart
process is terminated.
",," The IRLM return and reason codes
are in the SYS1.LOGREC record.
",
00E30809," Db2 failed
on the IRLM Identify request because IRLM did not return the lock
structure version ID. Message DSNT809I accompanies this abend reason
code.
"," Message DSNT809I is issued to the console, and Db2 abnormally terminates with this
reason code. A record is written to SYS1.LOGREC.  No SVC dump is taken.
",," This condition occurs if you are
running Db2 in data sharing
mode, but the associated IRLM is running with local scope (SCOPE=LOCAL
in the IRLM startup procedure). If you are running Db2 in data sharing mode, ensure that the associated
IRLM startup procedure specifies SCOPE=GLOBAL.  Conversely, if you
are not running Db2 in data
sharing mode, ensure that the associated IRLM startup procedure specifies
SCOPE=LOCAL.
",
00E40000," A function of Db2 was
invoked and attempted to establish a functional recovery environment.
 The functional recovery element (FRE) that was created was not the
first one.
"," A record is written to SYS1.LOGREC, and an SVC
dump is requested.  The execution unit is abended.
"," Notify the system programmer.
",," This is a Db2 internal
error. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00E40001," No cursor table was present at entry to database
services portion of utility.
"," The utility job step that caused the function
to be requested is abended. Utility processing is not initiated.
",," This is an internal error. Determine
the failing environment. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 
SYSPRINT output, including JCL, for the application
program or batch job, and system messages that were issued. Make sure
that MSGLEVEL=(1,1) on the JOB statement so that all diagnostic information
is sent to SYSPRINT. 
UTPRINT output, produced by utility invocation
of SORT.
Dynamic dump, taken to SYS1.DUMPxx data set,
by Db2 (for 04E and 04F abends). Availability of
this dump is dependent on the failing environment. 
SYSABEND, SYSUDUMP, or SYSMDUMP output. Availability
of these dumps is dependent on the failing environment.


"
00E40002," The caller of the database services portion of
the utility was in the wrong protect key.
"," The utility job step that caused the function
to be requested is abended. The utility job is placed in the stopped
state.
",," Determine the failing environment.
If
a JOBLIB or STEPLIB is being used in the batch utility job, check
that all application program libraries included in the concatenation
are authorized.
Check that the batch utility program DSNUTILB
was included in the MVS program
properties table during the installation of Db2. The entry for DSNUTILB in the MVS program properties table was provided by MVS. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 
SYSPRINT output, including JCL, for the application
program or batch job, and system messages that were issued. Make sure
that MSGLEVEL=(1,1) on the JOB statement so that all diagnostic information
is sent to SYSPRINT. 
UTPRINT output, produced by utility invocation
of SORT.
Dynamic dump, taken to SYS1.DUMPxx data set,
by Db2 (for 04E and 04F abends). Availability of
this dump is dependent on the failing environment. 
SYSABEND, SYSUDUMP, or SYSMDUMP output. Availability
of these dumps is dependent on the failing environment.


"
